provider_id,provider_name,hq_address_1,hq_address_2,hq_borough,hq_city,hq_state,hq_postcode,provider_ein,provider_website,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
292,"WOODSIDE ON THE MOVE, INC.",,,,,,,,,,,,,,,,
293,CHRIST DISCIPLES INTERNATIONAL MINISTRIES,,,,,,,,,,,,,,,,
294,BROOKLYN DEFENDER SERVICES,177 Livingston Street,,Brooklyn,Brooklyn,NY,11201,,,40.690019,-73.986701,302,33,37,3391746,3001567501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
295,FORDHAM UNIVERSITY,,,,,,,,,,,,,,,,
296,BRONX JEWISH COMMUNITY COUNCIL INC,,,,,,,,,,,,,,,,
297,Destination Tomorrow Inc,,,,,,,,,,,,,,,,
298,SHARE SELF HELP FOR WOMEN WITH BREAST OR OVARIAN CANCER INC,,,,,,,,,,,,,,,,
299,ENTERTAINERS FOR EDUCATION ALLIANCE INC,,,,,,,,,,,,,,,,
300,DWARF-GIRAFFE ATHLETIC LEAGUE OF WHITESTONE INC,,,,,,,,,,,,,,,,
301,ITALIAN SENIOR CITIZENS INC,,,,,,,,,,,,,,,,
302,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,,,,,,,,,,,,,,,,
303,"Community Software Solutions, Inc.",,,,,,,,,,,,,,,,
304,"AMITY LITTLE LEAGUE, INC.",,,,,,,,,,,,,,,,
305,Heights-Hill Mental Health Svc SBPC Community Advisory Board,,,,,,,,,,,,,,,,
306,VOCAL EASE INC,,,,,,,,,,,,,,,,
307,THE NEW YORK IMMIGRATION COALITION INC,,,,,,,,,,,,,,,,
308,QSAC INC,,,,,,,,,,,,,,,,
309,"VISITING NEIGHBORS, INC.",,,,,,,,,,,,,,,,
310,SHIELD OF DAVID INC,,,,,,,,,,,,,,,,
311,THE EDUCATIONAL ALLIANCE INC,,,,,,,,,,,,,,,,
312,RENAISSANCE TECHNICAL INSTITUTE INC,173 East 112th Street,,Manhattan,New York,NY,10029,,,40.795653,-73.942449,111,8,182,1089897,1016400021,East Harlem North
313,ONOS FOOTPRINTS INC,,,,,,,,,,,,,,,,
314,"VISION URBANA, INC.",,,,,,,,,,,,,,,,
315,LANTERN COMMUNITY SERVICES INC,,,,,,,,,,,,,,,,
316,ROMAN CATHOLIC CHURCH OF ST. MARGARET,,,,,,,,,,,,,,,,
317,ALLIED VETERANS MEMORIAL COMMITTEE OF RIDGEWOOD AND GLENDALE,,,,,,,,,,,,,,,,
318,NEW YORK CITY H2O INC,,,,,,,,,,,,,,,,
319,THE BOYS CLUB OF NEW YORK INC,,,,,,,,,,,,,,,,
320,CATHOLIC MIGRATION SERVICES INC,,,,,,,,,,,,,,,,
321,MARBLE HILL NURSERY SCHOOL,,,,,,,,,,,,,,,,
322,CHEKPEDS INC,,,,,,,,,,,,,,,,
323,OUR LADY OF THE MIRACULOUS MEDAL ROMAN CATHOLIC CHURCH,,,,,,,,,,,,,,,,
324,NEW YORK EDGE INC,,,,,,,,,,,,,,,,
325,REACH OUT AND READ OF GREATER NEW YORK INC,,,,,,,,,,,,,,,,
326,HARLEM EDUCATIONAL ACTIVITIES FUND INC,,,,,,,,,,,,,,,,
327,BK ROT Inc,,,,,,,,,,,,,,,,
328,BANGLADESHI AMERICAN COMMUNITY DEVELOPMENT & YOUTH SERVICES,,,,,,,,,,,,,,,,
329,THE GREATER RIDGEWOOD YOUTH COUNCIL INC,,,,,,,,,,,,,,,,
330,"BOBBI AND THE STRAYS, INC.",,,,,,,,,,,,,,,,
331,JACOB A RIIS NEIGHBORHOOD SETTLEMENT,,,,,,,,,,,,,,,,
332,The Union Grove Baptist Church,,,,,,,,,,,,,,,,
333,KOREAN FAMILY COUNSELING AND RESEARCH CENTER INC,,,,,,,,,,,,,,,,
334,UNITED CHINESE ASSOCIATION OF BROOKLYN INC,,,,,,,,,,,,,,,,
335,EAST SIDE HOUSE INC,,,,,,,,,,,,,,,,
336,PER SCHOLAS INCORPORATED,,,,,,,,,,,,,,,,
337,STREB INC,,,,,,,,,,,,,,,,
338,STATEN ISLAND ECONOMIC DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
339,BOOM HEALTH,,,,,,,,,,,,,,,,
340,"WOODYCREST CENTER FOR HUMAN DEVELOPMENT, INC.",,,,,,,,,,,,,,,,
341,THE ARMORY FOUNDATION,,,,,,,,,,,,,,,,
342,"BAILEY HOUSE, INC",,,,,,,,,,,,,,,,
343,HOME ATTENDANT VENDOR AGENCY INC,,,,,,,,,,,,,,,,
344,REACHING-OUT COMMUNITY SERVICE INC,,,,,,,,,,,,,,,,
345,PART OF THE SOLUTION,,,,,,,,,,,,,,,,
346,HARVEST HOME FARMERS MARKET INC,,,,,,,,,,,,,,,,
347,YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF THE BRONX,,,,,,,,,,,,,,,,
348,BCT BROOKLYN CHILDRENS THEATRE INC,,,,,,,,,,,,,,,,
349,HISPANIC FEDERATION INC,,,,,,,,,,,,,,,,
350,Guyana Cultural Association of New York Inc.,,,,,,,,,,,,,,,,
351,WILD BIRD FUND INC,,,,,,,,,,,,,,,,
352,NEW ECONOMY PROJECT INC,,,,,,,,,,,,,,,,
353,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,,,,,,,,,,,,,,,,
354,"Long Island Gay and Lesbian Youth, Inc.",,,,,,,,,,,,,,,,
355,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,,,,,,,,,,,,,,,,
356,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,,,,,,,,,,,,,,,,
357,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,,,,,,,,,,,,,,,,
358,THE CAMPAIGN AGAINST HUNGER INC,,,,,,,,,,,,,,,,
359,PROJECT HOPE-THE NEW DIRECTION INC,,,,,,,,,,,,,,,,
360,SOUTHSIDE COMMUNITY MISSION INC,,,,,,,,,,,,,,,,
361,NIA COMMUNITY SERVICES NETWORK INC,,,,,,,,,,,,,,,,
362,DREAM DARE TO REVITALIZE EDUCATION THRU ARTS & MEDIATION,,,,,,,,,,,,,,,,
363,MIRABAL SISTERS CULTURAL AND COMMUNITY CENTER INC,,,,,,,,,,,,,,,,
364,REACH FOR THE STARS LEARNING CENTER,,,,,,,,,,,,,,,,
365,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,,,,,,,,,,,,,,,,
366,GREATER WOODHAVEN DEVELOP CORPORATION,,,,,,,,,,,,,,,,
367,WOMENS HOUSING & ECONOMIC DEVELOPMENT CORP,,,,,,,,,,,,,,,,
368,"EAST RIVER DEVELOPMENT ALLIANCE, INC.",,,Queens,,NY,,,,,,,,,,,
369,LEARNING THROUGH AN EXPANDED ARTS PROGRAM INC,,,,,,,,,,,,,,,,
370,NEW YORK HARBOR FOUNDATION INC,,,,,,,,,,,,,,,,
371,NORTHSIDE CENTER FOR CHILD DEVELOPMENT INC,,,,,,,,,,,,,,,,
372,ST. VINCENT DE PAUL RESIDENCE,,,,,,,,,,,,,,,,
373,COUNCIL OF BELMONT ORGANIZATIONS INC,,,,,,,,,,,,,,,,
374,"Chinese-American Sunshine House, Inc.",,,,,,,,,,,,,,,,
375,UNION OF ORTHODOX JEWISH CONGREGATION OF AMERICA,,,,,,,,,,,,,,,,
376,CENTER FOR THE WOMEN OF NEW YORK,,,,,,,,,,,,,,,,
377,ST PAULS EVANGELICAL LUTHERAN CHURCH,,,,,,,,,,,,,,,,
378,NORTHERN MANHATTAN COALITION FOR IMMIGRANTS RIGHTS,,,,,,,,,,,,,,,,
379,BATTALION PENTECOSTAL ASSEMBLY,,,,,,,,,,,,,,,,
380,ARAB-AMERICAN FAMILY SUPPORT CENTER INC,,,,,,,,,,,,,,,,
381,MY TIME INC,,,,,,,,,,,,,,,,
382,"ANIMAL CARE AND CONTROL OF NEW YORK CITY, INC",,,,,,,,,,,,,,,,
383,Ditmas park youth group,,,,,,,,,,,,,,,,
384,AIDS SERVICE CENTER OF LOWER MANHATTAN INC,,,,,,,,,,,,,,,,
385,Amida Care Inc.,,,,,,,,,,,,,,,,
386,GLOBAL KIDS INC,,,,,,,,,,,,,,,,
387,CHABAD OF QUEENS COLLEGE INC,,,,,,,,,,,,,,,,
388,THE HUDSON GUILD,,,,,,,,,,,,,,,,
389,"ZMI Foundation, Inc.",,,,,,,,,,,,,,,,
390,BNAI BRITH HILLEL FOUNDATION INC AT QUEENS COLLEGE,,,,,,,,,,,,,,,,
391,FAMILY LIFE ACADEMY CHARTER SCHOOL,,,,,,,,,,,,,,,,
392,NEW IMMIGRANT COMMUNITY EMPOWERMENT INC,,,,,,,,,,,,,,,,
393,APNA BROOKLYN COMMUNITY CENTER INC,,,,,,,,,,,,,,,,
394,"United Military Veterans of Kings County, Inc.",,,,,,,,,,,,,,,,
395,VOLUNTEERS OF AMERICA GREATER NEW YORK INC,,,,,,,,,,,,,,,,
396,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC AMICO,,,,,,,,,,,,,,,,
397,THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC,,,,,,,,,,,,,,,,
398,ROCHDALE VILLAGE SOCIAL SERVICES INC,,,,,,,,,,,,,,,,
399,BROADWAY HOUSING COMMUNITIES INC,,,,,,,,,,,,,,,,
400,161ST STREET MERCHANTS ASSOCIATION INC,,,,,,,,,,,,,,,,
401,THE SALVATION ARMY,,,,,,,,,,,,,,,,
402,"Emergency Children's Help Organization, Inc.",,,,,,,,,,,,,,,,
403,LA CASA DE LA HERENCIA CULTURAL PUERTORRIQUENA INC,,,,,,,,,,,,,,,,
404,BROOKLYN BALLERS SPORTS YOUTH & EDUCATIONAL CORP,,,,,,,,,,,,,,,,
405,UNITED COMMUNITY CENTERS INC,613 NEW LOTS AVE,,Brooklyn,Brooklyn,NY,11207,111950787,ucceny.com,40.664728,-73.886561,305,42,1124,3090717,3040890025,East New York
406,THE KOREAN AMERICAN FAMILY SERVICE CENTER INC,,,,,,,,,,,,,,,,
407,PROJECT HOPE CHARITIES INC,,,,,,,,,,,,,,,,
408,YOU GOTTA BELIEVE! The Older Child Adoption & Permanency Mov,,,,,,,,,,,,,,,,
409,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST 37TH STREET,,Brooklyn,Brooklyn,NY,11224,112665181,www.jccgci.org,40.573177,-74.002509,313,47,340,3189617,3070650001,Seagate-Coney Island
410,MOBILIZATION FOR JUSTICE INC,,,,,,,,,,,,,,,,
411,JEWISH CHILDRENS MUSEUM,,,,,,,,,,,,,,,,
412,"MINKWON CENTER FOR COMMUNITY ACTION, INC",,,,,,,,,,,,,,,,
413,THE YOUNG WOMENS CHRISTIAN ASSOCIATION OF QUEENS,,,,,,,,,,,,,,,,
414,ROCKING THE BOAT INC,,,,,,,,,,,,,,,,
415,ARIVA INC,,,,,,,,,,,,,,,,
416,DRAG QUEEN STORY HOUR NYC LTD,,,,,,,,,,,,,,,,
417,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,,,,,,,,,,,,,,,,
418,BROOKLYN BUREAU OF COMMUNITY SERVICE,151 LAWRENCE STREET,4th Floor,Brooklyn,Brooklyn,NY,11201,111630780,,40.691506,-73.986297,302,33,11,3000404,3001520006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
419,PHIPPS NEIGHBORHOODS INC,902 BROADWAY 13TH FL,,,New York,NY,10010,132707665,WWW.PHIPPSNY.ORG,,,,,,,,
420,DRAMA CLUB INC,,,,,,,,,,,,,,,,
421,"MOTHERS ALIGNED SAVING KIDS, INC. / MASK",,,,,,,,,,,,,,,,
422,FAILTE CARE CORPORATION NEW YORK IRISH CENTER,,,,,,,,,,,,,,,,
423,FRIENDS OF HUDSON RIVER PARK INC,,,,,,,,,,,,,,,,
424,CENTRAL AMERICAN LEGAL ASSISTANCE,240 Hooper Street,,Brooklyn,Brooklyn,NY,11211,,,40.705758,-73.955828,301,33,529,3379706,3022070002,Williamsburg
425,WASHINGTON HEIGHTS INWOOD PRESERVATION AND RESTORATION CORP,,,,,,,,,,,,,,,,
426,JUDAH INTERNATIONAL CHRISTIAN CENTER INC,,,,,,,,,,,,,,,,
427,MORE GARDENS! FUND,,,,,,,,,,,,,,,,
428,"FAMILY LIFE DEVELOPMENT CENTER , INC.",,,,,,,,,,,,,,,,
429,"TADA ! THEATRE AND DANCE ALLIANCE, INC.",,,,,,,,,,,,,,,,
430,QKINGDOM MINISTRIES INC,,,,,,,,,,,,,,,,
431,UNIVERSITY OF NOTRE DAME ALUM- NI CLUB OF STATEN ISLAND,,,,,,,,,,,,,,,,
432,MEKIMI,,,,,,,,,,,,,,,,
433,FAMILY PRESERVATION SERVICES OF NEW YORK CORPORATION,,,,,,,,,,,,,,,,
434,INTERFAITH MEDICAL CENTER,,,,,,,,,,,,,,,,
435,"DOROT, INC.",,,,,,,,,,,,,,,,
436,PENCIL INC,,,,,,,,,,,,,,,,
437,STONEWALL COMMUNITY DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
438,JBI INTERNATIONAL INC,,,,,,,,,,,,,,,,
439,MERCY CENTER INC,,,,,,,,,,,,,,,,
440,IMMIGRANT JUSTICE CORPS INC,,,,,,,,,,,,,,,,
441,HOUSING CONSERVATION COORDINATORS INC,,,,,,,,,,,,,,,,
442,LSNYBRONX  CORPORATION LEGAL SERVICES NYCBRONX,,,,,,,,,,,,,,,,
443,YOUNG MENS AND WOMENS HEBREW ASSO WASHINGTON HEIGHTS INWOOD,,,,,,,,,,,,,,,,
444,GRAND STREET SETTLEMENT INC,,,,,,,,,,,,,,,,
445,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCA,,,,,,,,,,,,,,,,
446,LEGAL SERVICES NYC,40 Worth Street,Suite 606,Brooklyn,New York,NY,10013,13-2600199,,,,,,,,,
447,SCHOOL SETTLEMENT ASSOC INC,,,,,,,,,,,,,,,,
448,THE DOOR-A CENTER OF ALTERNATIVES INC,121 Avenue of the Americas,,Manhattan,New York,NY,10013,,,40.723903,-74.00469,102,3,37,1083493,1004777501,SoHo-TriBeCa-Civic Center-Little Italy
449,JEWISH COMMUNITY CENTER IN MANHATTAN,,,,,,,,,,,,,,,,
450,Mid Island Little League Inc,,,,,,,,,,,,,,,,
451,COALITION OF INSTITUTIONALIZED AGED AND DISABLED,,,,,,,,,,,,,,,,
452,SENIORS HELPING SENIORS INC,,,,,,,,,,,,,,,,
453,BROOKLYN NEIGHBORHOOD IMPROVEMENT ASSOCIATION,,,,,,,,,,,,,,,,
454,STATE OF NEW YORK,,,,,,,,,,,,,,,,
455,ROSEDALE JETS FOOTBALL ASSOCIATION,,,,,,,,,,,,,,,,
456,MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC,,,,,,,,,,,,,,,,
457,THE GRACE FOUNDATION OF NEW YORK,,,,,,,,,,,,,,,,
458,ATLAS DIY CORPORATION,,,,,,,,,,,,,,,,
459,NEW YORK RESTORATION PROJECT,,,,,,,,,,,,,,,,
460,Timbers Legacy Inc,,,,,,,,,,,,,,,,
461,ST. NICKS ALLIANCE CORP.,,,,,,,,,,,,,,,,
462,BRIDGE STREET DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
463,CENTER FOR URBAN COMMUNITY SERVICES INC,,,,,,,,,,,,,,,,
464,COMMUNITY SERVICE SOCIETY OF NEW YORK,,,,,,,,,,,,,,,,
465,ASIAN AMERICANS FOR EQUALITY INC,,,,,,,,,,,,,,,,
466,"QUEENS COMMUNITY HOUSE, INC.",108-25 62nd Drive,,Queens,Forest Hills,NY,11375,,,40.73591,-73.850212,406,29,745,4432108,4021590002,Forest Hills
467,GIRL VOW INC,,,,,,,,,,,,,,,,
468,"FIFTH AVENUE COMMITTEE, INC.",,,,,,,,,,,,,,,,
469,"LINCOLN HOUSE OUTREACH, INC",,,,,,,,,,,,,,,,
470,ATLANTIC AVENUE ASSOCIATION LOCAL DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
471,SAFE FOUNDATION INC,,,,,,,,,,,,,,,,
472,CHINATOWN MANPOWER PROJECT INC.,,,,,,,,,,,,,,,,
473,BOTTOMLESS CLOSET,,,,,,,,,,,,,,,,
474,association of east european jewry corp,,,,,,,,,,,,,,,,
475,COMMUNITIES OF MASPETH-ELM- HURST TOGETHER INC,,,,,,,,,,,,,,,,
476,JOB PATH INC,,,,,,,,,,,,,,,,
477,COALITION FOR THE HOMELESS INC,,,,,,,,,,,,,,,,
478,KWATNY FOUNDATION INC,,,,,,,,,,,,,,,,
479,ASPIRA OF NEW YORK INC,,,,,,,,,,,,,,,,
480,FRIENDS OF GANTRY PLAZA STATE PARK INC,,,,,,,,,,,,,,,,
481,HER JUSTICE INC,,,,,,,,,,,,,,,,
482,"IMAGINE FOUNDATION, INC",,,,,,,,,,,,,,,,
483,ALZHEIMERS DISEASE AND RELATED DISORDERS NEW YORK CITY INC,,,,,,,,,,,,,,,,
484,BNOS MALKA ACADEMY,,,,,,,,,,,,,,,,
485,BRIGHTON BALLET THEATER CO INC,,,,,,,,,,,,,,,,
486,ST KEVIN'S ROMAN CATHOLIC CHURCH 4346,,,,,,,,,,,,,,,,
487,THE NEW YORK FOUNDLING HOSPITAL,,,,,,,,,,,,,,,,
488,THE NEW YORK PUBLIC LIBRARY ASTOR LENOX AND TILDEN FOUNDATIO,,,,,,,,,,,,,,,,
489,TERENCE CARDINAL COOKE HEALTH CARE CENTER,,,,,,,,,,,,,,,,
490,INDOCHINA SINO- AMERICAN SENIOR CITIZEN CENTER INC,,,,,,,,,,,,,,,,
491,CHARLES A. WALBURG MULTI- SERVICE ORGANIZATION INC.,,,,,,,,,,,,,,,,
492,"POLISH AND SLAVIC CENTER, INC.",,,,,,,,,,,,,,,,
493,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,,,,,,,,,,,,,,,,
494,SEAMEN'S SOCIETY FOR CHILDREN AND FAMILIES,50 Bay Street,,Staten Island,Staten Island,NY,10301,13-5563010,www.seamenssociety.org,40.640901,-74.075766,501,49,3,5000034,5000050099,West New Brighton-New Brighton-St. George
495,POSITIVE EXPOSURE PRODUCTION INC,,,,,,,,,,,,,,,,
496,GAY MENS HEALTH CRISIS INC,,,,,,,,,,,,,,,,
497,CENTRAL ASTORIA LOCAL DEVELOPMENT COALITION INCORPORATED,,,,,,,,,,,,,,,,
498,"Quest Youth Organization, Inc.",,,,,,,,,,,,,,,,
499,FLATBUSH DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
500,ITALIAN AMERICAN CIVIL RIGHTS LEAGUE CANARSIE INC,,,,,,,,,,,,,,,,
501,NEIGHBORHOOD HOUSING SERVICES OF BROOKLYN BEDFORD-STUYVESANT,,,,,,,,,,,,,,,,
502,"THE BROTHERHOOD/SISTER SOL, INC.",140 Hamilton Pl,,Manhattan,New York,NY,10031,,,40.824275,-73.948624,109,7,229,1061887,1020750026,Hamilton Heights
503,THE CHILDRENS AID SOCIETY,711 3rd Ave,Room 300,Manhattan,New York,NY,10017,135562191,www.childrensaidsociety.org,40.752374,-73.973266,106,4,90,1037568,1013180001,Turtle Bay-East Midtown
504,"MASPETH TOWN HALL, INC.",,,,,,,,,,,,,,,,
505,MAZii Learning Center Inc,,,,,,,,,,,,,,,,
506,Sapna NYC Inc.,,,,,,,,,,,,,,,,
507,CATHOLIC CHARITIES COMMUNITY SERVICES ARCHDIOCESE OF NY,1011 FIRST AVENUE,,Manhattan,New York,NY,10022,,,40.757271,-73.963692,106,5,108,1039972,1013480023,Turtle Bay-East Midtown
508,CENTER FOR COMMUNITY ALTERNATIVES INC.,115 East Jefferson Street,Suite 3000,Not in NYC,Syracuse,NY,13202,161395992,www.communityalternatives.org,,,,,,,,
509,CHINESE-AMERICAN PLANNING COUNCIL INC,,,,,,,,,,,,,,,,
510,SAMARITAN DAYTOP VILLAGE INC,,,,,,,,,,,,,,,,
511,"CROWN HEIGHTS NORTH ASSOCIATION, INC.",,,,,,,,,,,,,,,,
512,PROJECT HOSPITALITY INC,,,,,,,,,,,,,,,,
513,NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS,,,,,,,,,,,,,,,,
514,"COMMUNITY MEDIATION SERVICES, INC.",89-64 163rd Street,,Queens,Jamaica,NY,11432,112663007,www.mediatenyc.org,40.70664,-73.798033,412,24,44601,4208888,4097610080,Jamaica
515,GREATER FLUSHING COMMUNITY COUNCIL INC,,,,,,,,,,,,,,,,
516,HAITIAN CENTERS COUNCIL INC,,,,,,,,,,,,,,,,
517,EVERYONE READING INC,,,,,,,,,,,,,,,,
518,BROOKLYN ARTS EXCHANGE,,,,,,,,,,,,,,,,
519,HIGHBRIDGE ISLAMIC CENTER INC,,,,,,,,,,,,,,,,
520,"NEW YORK MEMORY CENTER, INC.",,,,,,,,,,,,,,,,
521,THE FATHERS HEART MINISTRIES,,,,,,,,,,,,,,,,
522,UNITED JEWISH COUNCIL OF THE EAST SIDE INC,,,,,,,,,,,,,,,,
523,"Gunhill Basketball Association, Inc.",,,,,,,,,,,,,,,,
524,BERGEN BEACH YOUTH ORGANIZ- ATION INC,,,,,,,,,,,,,,,,
525,GEORGE WALKER JR COMMUNITY COALITION INC THE,,,,,,,,,,,,,,,,
526,CYPRESS HILLS LOCAL DEVELOPMENT CORP. INC.,,,,,,,,,,,,,,,,
527,STATEN ISLAND AID FOR RETARDED CHILDREN INC,,,,,,,,,,,,,,,,
528,NORTHERN MANHATTAN IMPROVEMENT CORP,8 Clinton Place,,Bronx,Bronx,NY,10453,,,40.856526,-73.905437,205,14,251,2116591,2031950083,University Heights-Morris Heights
529,STANLEY M ISAACS NEIGHBORHOOD CENTER INC,,,,,,,,,,,,,,,,
530,ARC XVI FT WASHINGTON INC,,,,,,,,,,,,,,,,
531,COUNCIL OF SENIOR CENTERS AND SERVICES OF NYC INC,,,,,,,,,,,,,,,,
532,"SEPHARDIC MULTI-SERVICES SENIOR CITIZEN CENTER, INC.",,,,,,,,,,,,,,,,
533,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,,,,,,,,,,,,,,,,
534,INDIA HOME INC,,,,,,,,,,,,,,,,
535,"THE ANSOB CENTER FOR REFUGEES, INC.",,,,,,,,,,,,,,,,
536,PUERTO RICAN FAMILY INSTITUTE INC,,,,,,,,,,,,,,,,
537,"BOWERY RESIDENTS' COMMITTEE, INC.",,,,,,,,,,,,,,,,
538,ST GABRIELS EPISCOPAL CHURCH,,,,,,,,,,,,,,,,
539,YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF BORO PAR,,,,,,,,,,,,,,,,
541,CODYCARES FOR KIDS INC,,,,,,,,,,,,,,,,
542,THE TREVOR PROJECT INC,,,,,,,,,,,,,,,,
543,CITIZEN SCHOOLS INC,,,,,,,,,,,,,,,,
544,YOUNG ISRAEL PROGRAMS INC,,,,,,,,,,,,,,,,
545,CATHOLIC CHARITIES OF STATEN ISLAND INC,,,,,,,,,,,,,,,,
546,CROWN HEIGHTS PRESERVATION COMMITTEE CORP.,,,,,,,,,,,,,,,,
547,ALLEN AME CHURCH,,,,,,,,,,,,,,,,
548,CANAAN BAPTIST CHURCH OF CHRIST,,,,,,,,,,,,,,,,
549,REGIONAL AID FOR INTERIM NEEDS INC,,,,,,,,,,,,,,,,
550,RIDGEWOOD OLDER ADULT CENTER & SERVICES INC,,,,,,,,,,,,,,,,
551,WASHINGTON HEIGHT'S COMMUNITY SERVICES CORPORATION,,,,,,,,,,,,,,,,
552,FLATBUSH SHOMRIM SAFETY PATROL NC.,,,,,,,,,,,,,,,,
553,CHAI LIFELINE INC,,,,,,,,,,,,,,,,
554,"FORT GREENE COUNCIL, INC",,,,,,,,,,,,,,,,
555,BROOKLYN SECTION NATIONAL COUNCIL OF JEWISH WOMEN INC,,,,,,,,,,,,,,,,
556,KIPS BAY BOYS AND GIRLS CLUB INC,,,,,,,,,,,,,,,,
557,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,,,,,,,,,,,,,,,,
558,BRONX HOUSE INC,,,,,,,,,,,,,,,,
559,COTHOA LUNCHEON CLUB INC,,,,,,,,,,,,,,,,
560,UNION SETTLEMENT ASSOCIATION INC,237 East 104th Street,,Manhattan,New York,NY,10029,131632530,unionsettlement.org,40.789687,-73.944267,111,8,170,1080671,1016540011,East Harlem South
561,THE SPANISH SPEAKING ELDERLY COUNCIL-RAICES INC,,,,,,,,,,,,,,,,
562,I CHALLENGE MYSELF INC.,,,,,,,,,,,,,,,,
563,ALPHA PHI ALPHA SENIOR CITIZENS CENTER,,,,,,,,,,,,,,,,
564,"SENIOR CITIZENS LEAGUE OF FLATBUSH, INC.",,,,,,,,,,,,,,,,
565,L WHITE CONSULTING LLC,,,,,,,,,,,,,,,,
566,STATEN ISLAND URBAN CENTER  INC,,,,,,,,,,,,,,,,
567,THE FLOATING HOSPITAL INC,,,,,,,,,,,,,,,,
568,"FLUSHING DAY CARE CENTER, INC.",,,,,,,,,,,,,,,,
569,RADICAL HEALTH INC,,,,,,,,,,,,,,,,
570,HELP SOCIAL SERVICE CORPORATION,115 EAST 13 STREET,,Manhattan,New York,NY,10003,13-3678724,helpusa.org,40.733304,-73.989316,103,2,42,1084305,1005590055,East Village
571,UNDER 21,,,,,,,,,,,,,,,,
572,EDWIN GOULD SERVICES FOR CHILDREN & FAMILIES,151 LAWRENCE STREET,,Brooklyn,BROOKLYN,NY,11201,13-5675643,www.risingground.org,40.691506,-73.986297,302,33,11,3000404,3001520006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
573,"HEIGHTS AND HILLS, INC",,,,,,,,,,,,,,,,
574,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,,,,,,,,,,,,,,,,
575,COMMUNITY HOME CARE REFERRAL SERVICE INC.,,,,,,,,,,,,,,,,
576,"STEIN SENIOR CENTER, INC.",,,,,,,,,,,,,,,,
577,NORTHEAST BRONX SENIOR CITIZENS INC,,,,,,,,,,,,,,,,
578,PRESBYTERIAN SENIOR SERVICES,,,,,,,,,,,,,,,,
579,WAYSIDE OUT-REACH DEVELOPMENT INC,,,,,,,,,,,,,,,,
580,Big Duck Studio,,,,,,,,,,,,,,,,
581,FIND AID FOR THE AGED INC,,,,,,,,,,,,,,,,
582,ENCORE COMMUNITY SERVICES,,,,,,,,,,,,,,,,
583,BROOKS SENIOR CENTER,,,,,,,,,,,,,,,,
584,"Queens World Film Initiative, Inc.",,,,,,,,,,,,,,,,
585,GREENWICH HOUSE INC,,,,,,,,,,,,,,,,
586,STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,,,,,,,,,,,,,,,,
587,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR,,,,,,,,,,,,,,,,
588,NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC,130 Stuyvesant Place,5th Floor,Staten Island,Staten Island,NY,10301,237085239,,40.642907,-74.076889,501,49,3,5000085,5000080070,West New Brighton-New Brighton-St. George
589,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC,,,,,,,,,,,,,,,,
590,SEBCO DEVELOPMENT INC,,,,,,,,,,,,,,,,
591,"NEW YORK FOUNDATION FOR SENIOR CITIZENS, INC.",,,,,,,,,,,,,,,,
592,DIASORIN INC,,,,,,,,,,,,,,,,
593,"CENTRAL HARLEM SENIOR CITIZEN'S CENTERS, INC.",,,,,,,,,,,,,,,,
595,HANDS IN 4 YOUTH INC,,,,,,,,,,,,,,,,
596,SOUTH BRONX CONCERNED CITIZENS INC,,,,,,,,,,,,,,,,
