contract_id,contract_number,start_date,end_date,amount,fiscal_year,purpose,program_id,provider_id,agency_name
1592,CT126020200000866,09/01/2019,08/31/2020,454243,FY2020,COMPASS Elementary program at P.S.048 Willam Wordsworth,271,16,DYCD
1593,CT126020191426646,03/11/2019,03/10/2022,649700,FY2020,To support Community Based SYEP Older Youth,399,134,DYCD
1594,CT181620191426735,03/01/2019,06/30/2021,3197690,FY2020,Housing for mental ill,311,463,DOHMH
1595,CT181620200000905,07/01/2019,06/30/2028,3762783,FY2020,Supported housing for the homeless,311,699,DOHMH
1596,CT126020200000865,09/01/2019,08/31/2020,411377,FY2020,COMPASS Middle School at  I S 059 springfield gardens(Q059),279,16,DYCD
1597,CT126020200000721,09/01/2019,08/31/2020,426857,FY2020,COMPASS Elementary School program at PS/MS 282,271,614,DYCD
1598,CT126020200000662,09/01/2019,08/31/2020,649430,FY2020,COMPASS Elementary program  at P.S.86 Irvington Elem. School,271,197,DYCD
1599,CT106920200000272,07/01/2019,06/30/2025,2339940,FY2020,Supportive housing for SRO for Homeless Single Adults,203,700,DSS
1600,CT126020191426575,03/11/2019,03/10/2022,540000,FY2020,To support Community Based SYEP Younger Youth,269,197,DYCD
1601,CT126020191426524,03/11/2019,03/10/2022,944954,FY2021,To support Community Based SYEP Older Youth,399,197,DYCD
1602,CT181620200001097,07/01/2019,06/30/2028,2500776,FY2020,Assisted Competitive Employment,329,691,DOHMH
1603,CT181620200001009,07/01/2019,06/30/2020,642948,FY2020,Comprehensive range -formal and informal family support serv,331,356,DOHMH
1604,CT126020200001081,07/01/2019,06/30/2022,148425,FY2020,COMPASS Explore Program providing careers to boat building,285,6,DYCD
1605,CT106920200000427,07/01/2019,06/30/2025,542358,FY2020,Supportive housing for SRO for Homeless Single Adults,203,31,DSS
1607,CT126020200001084,09/01/2019,08/31/2020,403240,FY2020,COMPASS Elementary program at P.S.126,271,16,DYCD
1608,CT181620200001516,07/01/2019,06/30/2022,403200,FY2020,Recreational & socialization Serv for children with Autism,298,701,DOHMH
1609,CT181620200001010,07/01/2019,06/30/2022,588240,FY2020,Work readiness program for developmental disabilities,299,192,DOHMH
1610,CT181620200001321,07/01/2019,06/30/2022,599772,FY2020,Transfers/Developmental Disability Clinic /Autism Spectrum,298,702,DOHMH
1611,CT126020191426642,03/11/2019,03/10/2022,2251550,FY2020,To support Community Based SYEP Older Youth,268,500,DYCD
1612,CT126020191423345,03/11/2019,03/10/2022,319650,FY2020,SYEP NYCHA MAP,293,556,DYCD
1614,CT126020200000918,09/01/2019,08/31/2020,574582,FY2020,COMPASS Middle School Program at IS 61-William Morris School,279,503,DYCD
1615,CT181620200001173,07/01/2019,06/30/2028,10136711,FY2020,Health Home Care Coordination for People with Mental Illness,447,125,DOHMH
1616,CT181620200000968,07/01/2019,06/30/2022,913041,FY2020,Provides supportive Housing to homeless,311,31,DOHMH
1617,CT126020200000782,09/01/2019,08/31/2020,556498,FY2020,COMPASS Elementary School at P.S. 211 (X211),271,503,DYCD
1618,CT126020200000443,09/01/2019,08/31/2020,675422,FY2020,COMPASS Middle School program services. Target Zip: Brooklyn,279,703,DYCD
1619,CT126020191425736,03/11/2019,03/10/2022,1277100,FY2020,To support Community Based SYEP Older Youth,399,637,DYCD
1621,CT126020200000869,09/01/2019,08/31/2020,474602,FY2020,COMPASS Middle School program at J.H.S. 202.,279,664,DYCD
1622,CT126020200000781,09/01/2019,08/31/2020,589155,FY2020,COMPASS Elementary School P.S. 50,271,503,DYCD
1623,CT106920200000298,07/01/2019,06/30/2022,435776.25,FY2020,Provision of Legal Services for Immigrant Workers Program-Re,122,1,DSS
1624,CT126020200000737,09/01/2019,08/31/2020,234804,FY2020,COMPASS Middle School program at Queens Collegiate.,279,466,DYCD
1625,CT126020200000738,09/01/2019,08/31/2020,466908,FY2020,COMPASS Middle School program at Junior High School 217,279,466,DYCD
1626,CT126020200000886,09/01/2019,08/31/2020,489172,FY2020,COMPASS Elementary program at  P.S.197 The Ocean School,271,16,DYCD
1627,CT181620200001007,07/01/2019,06/30/2022,1732038,FY2020,Veterans homeless single adults with serious mental illness,311,395,DOHMH
1628,CT181620200000655,07/01/2019,06/30/2022,2425566,FY2020,Housing to chronically homeless single adults,311,705,DOHMH
1629,CT181620200001246,07/01/2019,06/30/2022,751230,FY2020,Supportive Housing program,311,706,DOHMH
1630,CT181620200000964,07/01/2019,06/30/2022,4123872,FY2020,Supportive housing services,442,705,DOHMH
1631,CT181620200000768,07/01/2019,06/30/2028,2505523,FY2020,Housing for homeless adults over 55 and homeless veterans,311,395,DOHMH
1632,CT181620200001052,07/01/2019,06/30/2028,8160327,FY2020,Supportive Housing,311,31,DOHMH
1634,CT126020200000424,07/01/2019,06/30/2022,123978,FY2020,COMPASS  Explore Program providing boat building training,285,708,DYCD
1635,CT126020200000861,09/01/2019,08/31/2020,770186,FY2020,COMPASS-Elementary program at PS 124 Silas B Dutcher,271,16,DYCD
1636,CT126020191426572,03/11/2019,03/10/2022,527500,FY2020,To support Community Based SYEP Older Youth.,399,654,DYCD
1637,CT126020191425321,03/11/2019,03/10/2022,1152600,FY2020,To support Special Initiatives SYEP Vulnerable Youth,270,38,DYCD
1638,CT126020191426971,03/11/2019,03/10/2022,540000,FY2020,To support Community Based SYEP Younger Youth,399,133,DYCD
1641,CT181620200000858,07/01/2019,06/30/2028,7471737,FY2020,Non-Medicaid Care; Health Home Care; Behavioral Health Care,310,709,DOHMH
1642,CT112520200001576,07/01/2019,06/30/2022,1803000,FY2020,PROVIDE CAREGIVER SERVICES FOR THE EDERLY,455,91,DFTA
1643,CT126020191425215,03/11/2019,03/10/2022,293400,FY2020,To support Special Initiatives NYCHA,291,38,DYCD
1644,CT181620200001126,07/01/2019,06/30/2022,215040,FY2020,After School Program for children/teen w/Autism Disorder,298,37,DOHMH
1645,CT181620200001216,07/01/2019,06/30/2022,161205,FY2020,THE EPILEPSY INSTITUTE: Crisis Intervention & Prevention,307,710,DOHMH
1646,CT181620200001338,07/01/2019,06/30/2022,360000,FY2020,Recreational/Socialization Serv w/Autism Spectrum Disorders,298,162,DOHMH
1647,CT126020200001092,07/01/2019,06/30/2021,2150931,FY2021,COMPASS afterschool programming at  PS 106,271,16,DYCD
1648,CT112520200001531,07/01/2019,06/30/2022,1500000,FY2020,PROVIDE CAREGIVER SERVICES TO THE ELDERLY,455,711,DFTA
1649,CT126020191425735,03/11/2019,03/10/2022,2088000,FY2020,To support Community Based SYEP Younger Youth,269,637,DYCD
1650,CT181620200000860,07/01/2019,06/30/2028,4196124,FY2020,Scattered - Adult with SMI & Homeless,308,712,DOHMH
1651,CT181620200000771,07/01/2019,06/30/2028,1911429,FY2020,FY20 Housing for homeless adults w/substance disorder,311,713,DOHMH
1653,CT126020200000678,09/01/2019,08/31/2020,562751,FY2020,COMPASS Elementary program at PS 5 - Ellen Lurie School,271,503,DYCD
1655,CT126020191426521,07/01/2018,06/30/2021,2143376,FY2021,SONYC after school services at Bronx Borowide,279,714,DYCD
1656,CT126020200000932,09/01/2019,08/31/2020,491907,FY2020,COMPASS Elementary program at PS 105 The Bay School (Q105),271,673,DYCD
1657,CT126020200000916,09/01/2019,08/31/2020,403715,FY2020,COMPASS Middle School program at MS 324 - Patria (M324),279,503,DYCD
1658,CT126020200000919,09/01/2019,08/31/2020,642897,FY2020,COMPASS Elementary School program at The Children's Aid Soc,271,503,DYCD
1659,CT126020191427152,03/11/2019,03/10/2022,606500,FY2020,To support Community Based SYEP Older Youth.,399,607,DYCD
1660,CT126020191423346,03/11/2019,03/10/2022,187200,FY2020,To support Special Initiatives SYEP for NYCHA,291,556,DYCD
1661,CT126020191426522,07/01/2018,06/30/2021,1109638,FY2021,COMPASS Middle School services Girls Preparatory Charter,279,714,DYCD
1662,CT126020200000921,09/01/2019,08/31/2020,202042,FY2020,COMPASS Middle School program at The Dunlevy Milbank Center,279,503,DYCD
1663,CT126020200000559,09/01/2019,08/31/2020,527962,FY2020,COMPASS  Middle School  program at PS 214,279,715,DYCD
1664,CT126020200000739,09/01/2019,08/31/2020,850354,FY2020,COMPASS Middle School program at JHS 157,279,466,DYCD
1665,CT126020200000677,09/01/2019,08/31/2020,515218,FY2020,COMPASS Elementary School - PS 50 - Vito Marcantonio,271,503,DYCD
1666,CT126020200000920,07/01/2019,06/30/2022,348099,FY2020,COMPASS Explore Program Providing Careers in Boat Building.,285,503,DYCD
1667,CT126020200000933,09/01/2019,08/31/2020,522741,FY2020,COMPASS Middle School program at MS302 Luisa Dessus Cruz,279,673,DYCD
1668,CT126020200000783,09/01/2019,08/31/2020,441813,FY2020,COMPASS Middle School program at IS 218 Salome Urena,279,503,DYCD
1669,CT126020200000917,09/01/2019,08/31/2020,209895,FY2020,COMPASS Middle School Program at Frederick Douglas Center,279,503,DYCD
1670,CT126020191425158,03/11/2019,03/10/2022,67500,FY2020,To support Special Initiatives SYEP Year Round.,265,716,DYCD
1671,CT126020191426901,03/11/2019,03/10/2022,981000,FY2020,To support Community Based SYEP Younger Youth,269,717,DYCD
1672,CT181620200000769,07/01/2019,06/30/2028,4575465,FY2020,FY2020 residential rehab for adults w/mental illness,311,718,DOHMH
1673,CT181620200001011,07/01/2019,06/30/2028,2075346,FY2020,Mobile Treatment: individuals w/ serious mental illness,328,689,DOHMH
1674,CT181620200001176,07/01/2019,06/30/2028,2338056,FY2020,FY20 MICA Network,319,719,DOHMH
1675,CT126020191426643,03/11/2019,03/10/2022,260100,FY2020,To support Special Initiatives  SYEP NYCHA,291,500,DYCD
1676,CT126020191426641,03/11/2019,03/10/2022,765000,FY2020,To support Community Based SYEP Younger Youth,269,500,DYCD
1677,CT181620200001008,07/01/2019,06/30/2020,449696,FY2020,Comprehensive range -formal and informal family support serv,331,417,DOHMH
1678,CT181620200000864,07/01/2019,06/30/2028,813365,FY2020,Supported SRO Congregate/ Adult with SMI & Homeless,311,720,DOHMH
1679,CT112520200001533,07/01/2019,06/30/2022,2550000,FY2020,PROVIDE CAREGIVER SERVICES TO THE ELDERLY,455,95,DFTA
1681,CT181620200000632,07/01/2019,06/30/2022,3135546,FY2020,Housing for individuals w/substance use disorder,323,395,DOHMH
1682,CT181620200001006,07/01/2019,06/30/2022,2034708,FY2020,Congregate - Adult with SMI & Homeless,311,395,DOHMH
1683,CT126020191427230,03/11/2019,03/10/2022,1001900,FY2020,To support Community Based SYEP Older Youth,399,717,DYCD
1684,CT126020191426900,03/11/2019,03/10/2022,516600,FY2020,To support Special Initiatives  SYEP Vulnerable Youth,270,9,DYCD
1686,CT126020191423302,03/11/2019,03/10/2022,459850,FY2020,To support Special Initiatives   SYEP NYCHA MAP,399,722,DYCD
1688,CT181620200000692,07/01/2019,06/30/2022,201600,FY2020,Recreational & Socialization for autism spectrum disorders,298,443,DOHMH
1689,CT126020200000832,07/01/2019,06/30/2022,273552,FY2020,COMPASS Explore Program providing careers to boat building,285,504,DYCD
1691,CT181620200000421,07/01/2019,06/30/2022,4218468,FY2020,Mental Health - Early Childhood Network,313,417,DOHMH
1693,CT106920200000426,07/01/2019,06/30/2022,848295.66,FY2020,PROVISION OF LEGAL SERVICES FOR IMMIGRANTS FUNDED-Renewal,122,21,DSS
1694,CT112520200001591,07/01/2019,06/30/2022,2304649,FY2020,PROVIDE CAREGIVER SERVICES FOR THE ELDERLY,455,302,DFTA
1696,CT181620200000709,07/01/2019,06/30/2022,9377379,FY2020,Supported housing for adults with SMI & homeless,311,725,DOHMH
1697,CT181620200000842,07/01/2019,06/30/2028,5212989,FY2020,FY20-Supported SRO / NYNY II / MICA Network Transitions 816-,311,92,DOHMH
1700,CT126020191427082,03/11/2019,03/10/2022,507600,FY2020,To support Community Based SYEP Older Youth,267,607,DYCD
1701,CT126020200000669,09/01/2019,08/31/2020,638024,FY2020,COMPASS Middle School  program at JHS 227,279,361,DYCD
1702,CT126020200000828,09/01/2019,08/31/2020,410166,FY2020,COMPASS Middle School program at the Waterside School,279,6,DYCD
1709,CT126020200000335,09/01/2019,08/31/2020,467190,FY2020,COMPASS Elementary School services. Target Zip: Brooklyn,271,703,DYCD
1710,CT181620200000770,07/01/2019,06/30/2022,1281617,FY2020,Developmental disability clinic services for autism children,313,728,DOHMH
1711,CT181620200001051,07/01/2019,06/30/2022,5156400,FY2020,Mental Health Services,443,397,DOHMH
1712,CT181620200001037,07/01/2019,06/30/2028,2249073,FY2020,Support and advocacy to LGBT with severe mental illness,316,305,DOHMH
1714,CT106920191420456,10/01/2018,06/30/2021,10536515.02,FY2020,HPLP Renewal Bronx Housing,203,410,DSS
1716,CT181620200000767,07/01/2019,06/30/2022,663108,FY2020,Developmental disability clinic services for autism children,303,728,DOHMH
1717,CT181620200000649,07/01/2019,06/30/2022,497232,FY2020,On-site services to individuals w/ development disabilities,299,192,DOHMH
1718,CT181620200000966,07/01/2019,06/30/2022,3564291,FY2020,Medically Supervised Outpatient / Primary Prevention Service,408,124,DOHMH
1719,CT181620200000549,07/01/2019,06/30/2022,1632918,FY2020,Supported Housing Services,311,713,DOHMH
1720,CT181620200000537,07/01/2019,06/30/2022,3905460,FY2020,Rehab Transitional Living Community,436,418,DOHMH
1722,CT126020200000616,09/01/2019,08/31/2020,335043,FY2020,COMPASS Middle School program,279,729,DYCD
1723,CT106920200000153,07/01/2019,06/30/2022,1030781.94,FY2020,LEGAL SERVICES FOR SURVIVORS OF DOMESTIC VIOLENCE - RENEWAL,122,207,DSS
1724,CT106920200000351,07/01/2019,06/30/2022,257097.45,FY2020,Legal Services for Immigrant Youth program - Renewal,122,294,DSS
1725,CT181620200001322,07/01/2019,06/30/2022,2866275,FY2020,Supported SRO Columbia Street Supportive Housing,311,709,DOHMH
1726,CT181620200000198,07/01/2019,06/30/2022,1737849,FY2020,SUPPORTED HOUSING POPULATIONS E / 3 / A / & 1,311,730,DOHMH
1727,CT181620200000558,07/01/2019,06/30/2022,3222349,FY2020,Renewal of Medically Supervised,438,149,DOHMH
1728,CT181620200000633,07/01/2019,06/30/2022,6245573,FY2020,Children's Mobile Crisis,406,689,DOHMH
1729,CT181620200000661,07/01/2019,06/30/2022,7674411,FY2020,On-Site Rehabilitation Congregate Adult with SMI & Homeless,412,395,DOHMH
1730,CT181620200000652,07/01/2019,06/30/2022,529419,FY2020,Home Care Geriatric Mobile Outreach,328,689,DOHMH
1731,CT126020191425114,03/11/2019,03/10/2022,480000,FY2020,To fund School Based SYEP for Younger and Older Youth,280,80,DYCD
1732,CT181620200000772,07/01/2019,06/30/2022,973836,FY2020,Health and wellness for Asian American,316,6,DOHMH
1733,CT181620200000398,07/01/2019,06/30/2021,1571120,FY2020,Congregate Supported Housing,311,315,DOHMH
1734,CT181620200000546,07/01/2019,06/30/2022,5557875,FY2020,Methadone Maintenance / Medically Supervised outpatient,414,585,DOHMH
1735,CT181620200001366,07/01/2019,06/30/2028,2386332,FY2020,Enhancement to self determine & interdependent individuals,325,82,DOHMH
1736,CT181620200000200,07/01/2019,06/30/2022,3636366,FY2020,SUPPORTED HOUSING\POPULATION 1(SM1),311,731,DOHMH
1737,CT106920200000171,07/01/2019,06/30/2025,589914,FY2020,SRO- West Harlem Brownstones(5units),203,557,DSS
1739,CT126020191425220,03/11/2019,03/10/2022,295000,FY2020,To provide SYEP funding to School Based Youth,399,733,DYCD
1740,CT181620200000650,07/01/2019,06/30/2022,126534,FY2020,Recreational/Socialization Services -Autism Spectrum Disorde,298,457,DOHMH
1742,CT181620200000653,07/01/2019,06/30/2022,1674675,FY2020,Alcohol and Drug Use Prevention,439,8,DOHMH
1743,CT181620200000527,07/01/2019,06/30/2020,2906847,FY2020,Supported Housing - Scattered Site,415,31,DOHMH
1744,CT181620200000766,07/01/2019,06/30/2022,2691018,FY2020,Supportive housing for mentally ill,311,709,DOHMH
1745,CT181620200000658,07/01/2019,06/30/2022,2267157,FY2020,Improve mental health and functioning children under age 5,313,6,DOHMH
1748,CT126020200000827,07/01/2019,06/30/2022,919088,FY2020,Career Services,286,386,DYCD
1752,CT181620200000533,07/01/2019,06/30/2022,2356707,FY2020,Mental Health Services - Supportive housing,311,31,DOHMH
1754,CT126020191425300,03/11/2019,03/10/2022,480000,FY2020,To fund School Based SYEP for Older Youth programming,280,717,DYCD
1755,CT112520200000332,07/01/2019,06/30/2022,6550013,FY2020,DELIVER MEALS TO OLDER PEOPLE ON WEEKENDS & HOLIDAYS,460,669,DFTA
1756,CT181620200001012,07/01/2019,06/30/2022,3639573,FY2020,Assist youth w/ serious emotional disturbances to adulthood,326,397,DOHMH
1757,CT181620191427334,01/01/2019,12/31/2021,760680,FY2020,Wraparound (HFW) Demonstration Project - Coordinated Childre,315,3,DOHMH
1759,CT181620200000336,07/01/2019,06/30/2022,1052328,FY2020,Supported Housing,311,99,DOHMH
1760,CT181620200001351,07/01/2019,06/30/2022,201600,FY2020,Recreational services for Individual with Autism Spectrum,298,737,DOHMH
1761,CT181620200000560,07/01/2019,06/30/2022,2040168,FY2020,Mental Health Treatment & Consultation Services to Children,313,159,DOHMH
1764,CT112520200000179,07/01/2019,06/30/2022,5290064,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,82,DFTA
1766,CT126020191425730,03/11/2019,03/10/2022,1080000,FY2020,To support Special Initiatives SYEP Vulnerable Youth,270,637,DYCD
1767,CT126020191425734,03/11/2019,03/10/2022,1375000,FY2020,To fund School Based SYEP  for Younger & Older Youth,399,637,DYCD
1768,CT181620200000256,07/01/2019,06/30/2022,673719,FY2020,Clinic Services/Autism Spectrum Disorders,303,310,DOHMH
1769,CT181620200000513,07/01/2019,06/30/2022,238791,FY2020,Recreational and Socialization Services,298,355,DOHMH
1770,CT112520200000325,07/01/2019,06/30/2022,4908594,FY2020,PROVIDE CASE MANAGEMENT TO OLDER ADULTS,456,738,DFTA
1771,CT112520200000333,07/01/2019,06/30/2022,9056508,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,602,DFTA
1772,CT181620200000257,07/01/2019,06/30/2022,781225,FY2020,Congregate Supported Housing,311,419,DOHMH
1773,CT181620200000711,07/01/2019,06/30/2022,6909453,FY2020,Housing & services for 40 homeless clients.,323,11,DOHMH
1774,CT126020200000442,07/01/2019,06/30/2022,114552,FY2020,COMPASS  Explore Program providing legal services,285,739,DYCD
1778,CT181620200000259,07/01/2019,06/30/2022,3700728,FY2020,Supported SRO Housing program,311,740,DOHMH
1779,CT112520200000287,07/01/2019,06/30/2022,4867872,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,466,DFTA
1781,CT181620200000352,07/01/2019,06/30/2020,708329,FY2020,Family Support Services,331,125,DOHMH
1782,CT181620200000541,07/01/2019,06/30/2022,6492519,FY2020,Supportive housing for single adults citywide,311,646,DOHMH
1783,CT181620200000406,07/01/2019,06/30/2022,1738467,FY2020,Supported SRO  Diversity Works,311,740,DOHMH
1784,CT112520200000286,07/01/2019,06/30/2022,4910774,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,28,DFTA
1785,CT181620200000397,07/01/2019,06/30/2021,1643934,FY2020,MENTAL HEALTH SERVICES,311,315,DOHMH
1789,CT181620200000411,07/01/2019,06/30/2022,177573,FY2020,Recreational/Socialization Services -Autism Spectrum Disorde,298,449,DOHMH
1790,CT181620200000391,07/01/2019,06/30/2022,5358738,FY2020,Support housing program for adults w/serious mental illness,435,741,DOHMH
1792,CT112520200000241,07/01/2019,06/30/2022,3529272,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,82,DFTA
1793,CT181620200000468,07/01/2019,06/30/2022,948738,FY2020,Congregate Supported Housing,311,698,DOHMH
1794,CT181620200000467,07/01/2019,06/30/2022,1184670.24,FY2020,Supported Housing,308,125,DOHMH
1795,CT181620200000534,07/01/2019,06/30/2020,292047,FY2020,Provide Supportive Housing to homeless individuals with SMI,308,218,DOHMH
1800,CT106920200000425,07/01/2019,06/30/2022,941977.32,FY2020,Victims of Domestic Violence and Trafficking via CSBG -,131,10,DSS
1801,CT181620200000273,07/01/2019,06/30/2022,1216698,FY2020,NY/NYIII housing -target population by NYC HRA,311,742,DOHMH
1802,CT181620200000528,07/01/2019,06/30/2022,2493468,FY2020,Supported Housing Garden II,311,31,DOHMH
1803,CT181620200000276,07/01/2019,06/30/2022,5627103,FY2020,Supportive Housing to chronically homeless w/ mental illness,323,537,DOHMH
1805,CT126020191426431,03/11/2019,03/10/2022,1380000,FY2020,To support  School Based SYEP  programming for Older Youth,280,134,DYCD
1806,CT181620200000631,07/01/2019,06/30/2021,1495358,FY2020,Studio apartments for low income residents,311,315,DOHMH
1807,CT181620200000056,07/01/2019,06/30/2022,290217,FY2020,Clinic Services / Autism Spectrum Disorder,303,289,DOHMH
1808,CT181620200000542,07/01/2019,06/30/2022,11159412,FY2020,Advocacy services and Home based crisis intervention,437,417,DOHMH
1811,CT181620200000710,07/01/2019,06/30/2022,4542234,FY2020,Medical supervision of outpatient rehabilitation services,440,743,DOHMH
1812,CT112520200000288,07/01/2019,06/30/2022,7359252,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,145,DFTA
1814,CT106920191424466,07/01/2018,06/30/2024,649800,FY2020,supportive housing of single room occupancy. 97 Crooke Ave,203,31,DSS
1815,CT112520200000346,07/01/2019,06/30/2022,2581637,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,82,DFTA
1816,CT181620200000158,07/01/2019,06/30/2021,95336,FY2020,Recreation Services  Social Habilitation and Weekend Respit,298,527,DOHMH
1817,CT181620200000173,07/01/2019,06/30/2022,238470,FY2020,Recreational & socialization for Autism Spectrum Disorders,298,192,DOHMH
1818,CT126020191426582,03/11/2019,03/10/2022,300000,FY2020,To support  School Based SYEP  programming for YY & OY,280,500,DYCD
1822,CT126020191423303,03/11/2019,03/10/2022,148500,FY2020,To support Special Initiatives  SYEP Year Round,265,723,DYCD
1826,CT181620200000152,07/01/2019,06/30/2022,2190681,FY2020,Improve mental health & functioning children 5 & under,313,228,DOHMH
1827,CT181620200000007,07/01/2019,06/30/2022,972759,FY2020,"Personal, supportive, therapeutic relation caregiver-client",389,89,DOHMH
1828,CT181620200000392,07/01/2019,06/30/2022,5016618,FY2020,Clinic Treatment (Mental Health Clinic),313,167,DOHMH
1829,CT181620200000138,07/01/2019,06/30/2022,4861885,FY2020,Substance abuse medically monitored withdrawal treatment,434,512,DOHMH
1830,CT181620200000201,07/01/2019,06/30/2021,1512712,FY2020,Supported Housing,311,315,DOHMH
1831,CT112520200000348,07/01/2019,06/30/2022,6375619,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,218,DFTA
1834,CT112520200000347,07/01/2019,06/30/2022,4515440,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,95,DFTA
1836,CT181620200000271,07/01/2019,06/30/2022,6007062,FY2020,Medically supervised/ monitored  withdrawal,434,537,DOHMH
1838,CT181620200000137,07/01/2019,06/30/2022,1973073,FY2020,Alcohol & drug use prevention care & treatment services,389,746,DOHMH
1839,CT112520200000242,07/01/2019,06/30/2022,3660123,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,82,DFTA
1843,CT112520200000177,07/01/2019,06/30/2022,6365876,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,748,DFTA
1844,CT112520200000148,07/01/2019,06/30/2022,9047027,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,591,DFTA
1845,CT112520200000176,07/01/2019,06/30/2022,6641701,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,573,DFTA
1846,CT106920191425957,07/01/2019,06/30/2022,1132546.32,FY2020,CSBG Immigrant Youth - Renewal,122,448,DSS
1847,CT181620200000393,07/01/2019,06/30/2022,301869,FY2020,Socialization Services for Autism Individuals,298,289,DOHMH
1849,CT126020191425222,03/11/2019,03/10/2022,204000,FY2020,To provide SYEP funding to School Based Youth,280,197,DYCD
1858,CT106920191425022,04/01/2017,03/31/2020,1,FY2020,Provision of Home care services for HCSP Clients,132,750,DSS
1859,CT181620200000202,07/01/2019,06/30/2022,1369719,FY2020,NY/NY CONGREGATE SUPPORTIVE HOUSING,311,751,DOHMH
1860,CT112520200000175,07/01/2019,12/31/2020,1080351,FY2021,DELIVER MEALS TO THE HOMEBOUND ELDERLY,460,409,DFTA
1861,CT112520200000183,07/01/2019,06/30/2022,6076097,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,549,DFTA
1862,CT181620200000004,07/01/2019,06/30/2022,2180694,FY2020,Supported SRO Bronx Residence I Congregate,311,92,DOHMH
1863,CT181620200000142,07/01/2019,06/30/2022,201600,FY2020,Recreational/socialization activities for autism children,298,227,DOHMH
1864,CT181620200000009,07/01/2019,06/30/2022,890544,FY2020,Supported Housing,311,92,DOHMH
1872,CT181620200000011,07/01/2019,06/30/2022,2345016,FY2020,Services for mentally challenged adults,321,754,DOHMH
1873,CT181620200000167,07/01/2019,06/30/2022,1715658,FY2020,PROVIDE SHORT-TERM IN HOME CRISIS INTERVENTION TO FAMILIES,332,371,DOHMH
1877,CT181620200000168,07/01/2019,06/30/2021,408780,FY2020,NY/NY III Congregate Supportive Housing,311,315,DOHMH
1878,CT126020191410938,07/01/2018,06/30/2020,56022,FY2020,COMMUNITY SERVICE BLOCK GRANT,266,673,DYCD
1879,CT126020191407008,07/01/2018,06/30/2020,199346,FY2020,To provide Healthy Families services in Brooklyn CD3,283,645,DYCD
1880,CT181620200000556,07/01/2019,06/30/2022,1543752,FY2020,Psychosocial Club,325,679,DOHMH
1881,CT126020191425293,07/01/2018,06/30/2020,107074,FY2020,To provide Healthy Families Services in Brooklyn CD8,283,645,DYCD
1882,CT181620200000005,07/01/2019,06/30/2021,1593184,FY2020,Supported Housing,311,315,DOHMH
1883,CT181620200000006,07/01/2019,06/30/2021,1605916,FY2020,"Personal, supportive, therapeutic relation caregiver-client",311,315,DOHMH
1884,CT181620200000349,07/01/2019,06/30/2022,126000,FY2020,Recreational and Socialization Services for Individuals wit,298,308,DOHMH
1885,CT112520200000243,07/01/2019,06/30/2022,4702977,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,197,DFTA
1886,CT126020200000199,07/01/2019,06/30/2022,134070,FY2020,COMPASS Explore Program providing career services.,285,197,DYCD
1890,CT112520200000147,07/01/2019,06/30/2022,8092483,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,28,DFTA
1891,CT112520200000146,07/01/2019,06/30/2022,7332365,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,91,DFTA
1892,CT112520200000180,07/01/2019,06/30/2022,4855911,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,218,DFTA
1893,CT181620200000260,07/01/2019,06/30/2022,126000,FY2020,Services for Individuals with Autism Spectrum Disorders,298,739,DOHMH
1900,CT181620200000331,07/01/2019,06/30/2022,308351,FY2020,Services for Individuals with Autism Spectrum Disorders (PHS,298,302,DOHMH
1901,CT112520200000182,07/01/2019,06/30/2022,5044089,FY2020,PROVIDE CASE MANAGEMENT SERVICES TO OLDER ADULTS,456,82,DFTA
1902,CT181620200000010,07/01/2019,06/30/2022,2482965,FY2020,"Personal, supportive, therapeutic relation caregiver-client.",433,91,DOHMH
1903,CT126020191425223,07/01/2018,06/30/2020,84118,FY2020,"To provide Opportunity Youth Services in Bronx CD 1, 2",266,335,DYCD
1904,CT181620200000136,07/01/2019,06/30/2021,1044850,FY2020,Special population supported housing,323,15,DOHMH
