site_id,provider_id,program_id,contract_id,agency_name,bbl,bin,community_board,council_district,latitude,longitude,nta,census_tract,catchment_type,catchment_zone,catchment_intersection_1,catchment_intersection_2,fixed_address,address_1,address_2,borough,city,state,postcode,site_name,site_budget,notes,accepts_dropins,language_taxonomy,service_taxonomy,population_taxonomy,service_setting_taxonomy,bp_category,bp_population,capacity,capacity_units,serves_food,catchment_description,state_senate_district,state_assembly_district
1899,365,263,3070,DYCD,1004390017,1005974,103,2,40.729471,-73.982274,MN22,34,community district,"[""mn03""]",,,true,420 East 12 Street,,manhattan,new york,NY,10009,East Side Community High School,,East Side Community High School,false,,,,,,,300,seats,false,Manhattan CD 003,27,74
1900,365,264,938,DYCD,1004390017,1005974,103,2,40.729471,-73.982274,MN22,34,community district,"[""mn03""]",,,true,420 East 12 Street,,manhattan,new york,NY,10009,East Side Community High School,,East Side Community High School,false,,,,,,,,seats,false,Manhattan CD 003,27,74
1901,365,279,2626,DYCD,1004390017,1005974,103,2,40.729471,-73.982274,MN22,34,community district,"[""mn03""]",,,true,420 East 12 Street,,manhattan,new york,NY,10009,East Side Community School,,Relocation,false,"[""english"",""spanish""]","[""life skills""]",,"[""school""]",,,75,seats,false,Manhattan CD 003,27,74
1902,335,273,441,DYCD,2023150038,2090408,201,8,40.81233,-73.923483,BX39,41,community district,"[""bx01""]",,,true,337 Alexander Avenue,,bronx,bronx,NY,10454,East Side House,,,false,"[""english""]",,,,,,162,seats,false,Bronx CD 001,29,84
1903,335,266,1903,DYCD,2023150038,2090408,201,8,40.81233,-73.923483,BX39,41,community district,"[""bx01""]",,,true,337 Alexander Avenue,,bronx,bronx,NY,10454,"East Side House, Inc.",,"East Side House, Inc.",false,,,,,,,,seats,false,Bronx CD 001,29,84
1904,611,279,2864,DYCD,1015540032,1081267,108,5,40.780705,-73.948553,MN32,154,community district,"[""mn08""]",,,true,331 East   91 Street,,manhattan,new york,NY,10128,East Side Middle School,,,false,,,,"[""school""]",,,151,seats,false,Manhattan CD 008,29,76
1905,647,281,1309,DYCD,2045810001,2093503,211,12,40.870454,-73.854587,BX31,348,community district,"[""bx11""]",,,true,3016 Yates Avenue,,bronx,bronx,NY,10469,Eastchester - NIDC,,Eastchester - NIDC,false,"[""english"",""spanish""]",,,"[""community center""]",,,225,seats,false,Bronx CD 011,36,83
1906,1993,264,8368,DYCD,4133610100,4286092,413,31,40.661812,-73.760578,QN03,320,community district,"[""qn13""]",,,true,146-02 Springfield Boulevard,,queens,springfield gardens,NY,11413,Eastern Queens Alliance,,Eastern Queens Alliance,false,,,,,,,,seats,false,Queens CD 013,10,31
1907,406,279,2564,DYCD,4051470001,4116436,407,20,40.749544,-73.822073,QN22,845,community district,"[""qn07""]",,,true,46-21 Colden Street,,queens,flushing,NY,11355,East-West School of International Studies,,East-West School of International Studies,false,,,,"[""school""]",,,90,seats,false,Queens CD 007,16,25
1908,406,279,2564,DYCD,4051470001,4116436,407,20,40.749544,-73.822073,QN22,845,community district,"[""qn07""]",,,true,46-21 Colden Street,,queens,flushing,NY,11355,East-West School of International Studies,,East-West School of International Studies,false,"[""chinese-cantonese"",""chinese-mandarin""]",,,"[""school""]",,,119,seats,false,Queens CD 007,16,25
1909,324,279,2640,DYCD,3013010001,3034356,309,35,40.664282,-73.959316,BK63,325,community district,"[""bk09""]",,,true,46 Mc Keever Place,,brooklyn,brooklyn,NY,11225,Ebbets Field Middle School,,Ebbets Field Middle School,false,,,,"[""school""]",,,50,seats,false,Brooklyn CD 009,20,57
1910,324,279,2640,DYCD,3013010001,3034356,309,35,40.664282,-73.959316,BK63,325,community district,"[""bk09""]",,,true,46 Mc Keever Place,,brooklyn,brooklyn,NY,11225,Ebbets Field Middle School,,Ebbets Field Middle School,false,,,,"[""school""]",,,101,seats,false,Brooklyn CD 009,20,57
1911,192,289,3585,DYCD,3050890071,3116881,314,40,40.650424,-73.958175,BK60,79602,community district,"[""bk14""]",,,true,2211 Church Avenue,,brooklyn,brooklyn,NY,11226,EBS,,,false,,,,,,,,seats,false,Brooklyn CD 014,21,42
1912,922,289,3549,DYCD,2032170060,2014731,205,14,40.857394,-73.909698,BX36,249,community district,"[""bx05""]",,,true,2155 University Avenue,"Gould Residence Hall, Room 105",bronx,bronx,NY,10453,"Eckerd Youth Alternatives, Inc.",,Henkels & McCoy,false,,,,,,,,seats,false,Bronx CD 005,33,86
1913,922,289,3546,DYCD,4002530027,4003450,402,26,40.742361,-73.933105,QN31,199,community district,"[""qn02""]",,,true,47-10 32 Place,First Floor,queens,long island city,NY,11101,"Eckerd Youth Alternatives, Inc. (QUEENS)",,"Eckerd Youth Alternatives, Inc. (QUEENS)",false,,,,,,,,seats,false,Queens CD 002,12,37
1914,645,264,7421,DYCD,3018620014,3053786,303,36,40.680175,-73.945717,BK61,247,community district,"[""bk03""]",,,true,1368 Fulton Street,3rd Floor,brooklyn,brooklyn,NY,11216,Economic Solution Center,,Economic Solution Center,false,,,,,,,,seats,false,Brooklyn CD 003,25,56
1915,587,281,1287,DYCD,2049050001,2094178,212,12,40.886174,-73.845107,BX03,458,community district,"[""bx12""]",,,true,1150 East 229 Street,,bronx,bronx,NY,10466,Edenwald - MMCC,,Edenwald - MMCC,false,"[""english"",""spanish""]",,,"[""community center""]",,,180,seats,false,Bronx CD 012,36,83
1916,18,264,241,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edit & Carl Marks JCH of Bensonhurst,,Edit & Carl Marks JCH of Bensonhurst,false,,,,,,,,seats,false,Brooklyn CD 011,22,47
1917,18,264,7656,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks JCH of Bensonhurst,,Edith and Carl Marks JCH of Bensonhurst,false,,,,,,,,seats,false,Brooklyn CD 011,22,47
1918,18,272,3447,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,"[""english"",""russian"",""chinese-cantonese"",""chinese-mandarin""]",,,,,,170,seats,false,Brooklyn CD 011,22,47
1919,18,271,2589,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,,,,"[""community center""]",,,30,seats,false,Brooklyn CD 011,22,47
1920,18,271,2589,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,,,,"[""community center""]",,,58,seats,false,Brooklyn CD 011,22,47
1921,18,287,2804,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,,,,,,,30,seats,false,Brooklyn CD 011,22,47
1922,18,287,2804,DYCD,3065950033,3174076,311,44,40.60754,-73.984661,BK29,430,community district,"[""bk11""]",,,true,99 Avenue P,,brooklyn,brooklyn,NY,11204,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,,,,,,,30,seats,false,Brooklyn CD 011,17,47
1923,18,284,2811,DYCD,3062640030,3162352,311,44,40.606369,-73.989235,BK28,270,community district,"[""bk11""]",,,true,7802 Bay Parkway,,brooklyn,brooklyn,NY,11214,Edith and Carl Marks Jewish Community House of Bensonhurst,,Edith and Carl Marks Jewish Community House of Bensonhurst,false,,,,,,,,seats,false,Brooklyn CD 011,22,47
1924,607,271,2895,DYCD,4123350049,4464077,412,28,40.685693,-73.783836,QN76,278,community district,"[""qn12""]",,,true,116-25 GUY R BREWER BOULEVARD,,queens,jamaica,NY,11434,Edward Byrne Center,,Edward Byrne Center,false,,,,"[""community center""]",,,100,seats,false,Queens CD 012,14,32
1925,607,271,2895,DYCD,4123350049,4464077,412,28,40.685693,-73.783836,QN76,278,community district,"[""qn12""]",,,true,116-25 GUY R BREWER BOULEVARD,,queens,jamaica,NY,11434,Edward Byrne Center,,Edward Byrne Center,false,,,,"[""community center""]",,,119,seats,false,Queens CD 012,14,32
1926,375,264,507,DYCD,3067340109,3180673,314,44,40.620525,-73.959285,BK43,768,community district,"[""bk14""]",,,true,1600 avenue L,,brooklyn,brooklyn,NY,11230,Edward R Murrow High School,,Edward R Murrow High School,false,,,,,,,,seats,false,Brooklyn CD 014,17,48
1927,195,264,245,DYCD,2028940001,2092072,203,16,40.836823,-73.907055,BX01,14701,community district,"[""bx03""]",,,true,1368 Webster Avenue,,bronx,bronx,NY,10456,EFV CULTUURAL ARTS,,EFV CULTUURAL ARTS,false,,,,"[""community center""]",,,,seats,false,Bronx CD 003,33,79
1928,195,264,239,DYCD,3050160035,3114504,317,45,40.636923,-73.937325,BK91,836,community district,"[""bk17""]",,,true,4106 Farragut Road,,brooklyn,brooklyn,NY,11210,EFV ENOUGH SUMMER PROGRAMS,,EFV ENOUGH SUMMER PROGRAMS,false,,,,,,,,seats,false,Brooklyn CD 017,21,58
1929,195,264,239,DYCD,3012530007,3032188,308,35,40.671738,-73.954672,BK61,219,community district,"[""bk08""]",,,true,1491 Bedford Avenue,,brooklyn,brooklyn,NY,11216,EFV STEAM SUMMER CAMP,,EFV STEAM SUMMER CAMP,false,,,,,,,,seats,false,Brooklyn CD 008,20,57
1930,652,266,2044,DYCD,1018080008,1054888,111,8,40.798371,-73.932987,MN34,192,community district,"[""mn11""]",,,true,413 East 120th Street,,manhattan,new york,NY,10035,"El Barrio's Operation Fightback, Inc.",,"El Barrio's Operation Fightback, Inc.",false,,,,,,,,seats,false,Manhattan CD 011,30,68
1931,652,293,1538,DYCD,2036040039,2022205,209,18,40.822289,-73.856167,BX09,16,community district,"[""bx09""]",,,true,1980 Lafayette Avenue,,bronx,bronx,NY,10473,"El Barrio's Operation Fightback, Inc.",,"El Barrio's Operation Fightback, Inc.",false,,,,,,,,seats,false,Bronx CD 009,32,87
1932,652,269,1577,DYCD,1018080008,1054888,111,8,40.798371,-73.932987,MN34,192,community district,"[""mn11""]",,,true,413 East 120th Street,,manhattan,new york,NY,10035,"El Barrio's Operation Fightback, Inc.",,,false,,,,,,,,seats,false,Manhattan CD 011,30,68
1933,507,264,9744,DYCD,5010910032,5025698,501,49,40.633225,-74.136674,SI28,213,community district,"[""si01""]",,,true,350 Port Richmond Avenue,,staten is,staten island,NY,10302,El Centro,,El Centro,false,,,,,,,,seats,false,Richmond CD 001,23,61
1934,280,264,358,DYCD,3033060004,3075642,304,37,40.695327,-73.920296,BK78,419,community district,"[""bk04""]",,,true,311  Central Avenue,Ground Floor,brooklyn,brooklyn,NY,11221,El Puente Williamsburg Leadership Center,,El Puente Williamsburg Leadership Center,false,,,,,,,,seats,false,Brooklyn CD 004,18,53
1935,99,271,2665,DYCD,2031700001,2013849,205,14,40.854872,-73.903458,BX40,23704,community district,"[""bx05""]",,,true,125 East  181 Street,,bronx,bronx,NY,10453,"Elementary School for Math, Science, and Technology",,"Elementary School for Math, Science, and Technology",false,,,,"[""school""]",,,157,seats,false,Bronx CD 005,33,86
1936,99,271,2665,DYCD,2031700001,2013849,205,14,40.854872,-73.903458,BX40,23704,community district,"[""bx05""]",,,true,125 East  181 Street,,bronx,bronx,NY,10453,"Elementary School for Math, Science, and Technology",,"Elementary School for Math, Science, and Technology",false,"[""english""]",,,"[""school""]",,,167,seats,false,Bronx CD 005,33,86
1937,324,279,2637,DYCD,3011670018,3029246,308,35,40.6744,-73.960254,BK64,215,community district,"[""bk08""]",,,true,750 CLASSON AVENUE,,brooklyn,brooklyn,NY,11238,Elijah Stroud Middle School,,Elijah Stroud Middle School,false,,,,"[""school""]",,,60,seats,false,Brooklyn CD 008,20,57
1938,324,279,2637,DYCD,3011670018,3029246,308,35,40.6744,-73.960254,BK64,215,community district,"[""bk08""]",,,true,750 CLASSON AVENUE,,brooklyn,brooklyn,NY,11238,Elijah Stroud Middle School,,Elijah Stroud Middle School,false,,,,"[""school""]",,,91,seats,false,Brooklyn CD 008,20,57
1939,271,264,346,DYCD,3035230030,3081090,316,41,40.668675,-73.908753,BK81,906,community district,"[""bk16""]",,,true,45 Belmont Ave,,brooklyn,brooklyn,NY,11212,Elite Learners,,Elite Learners,false,,,,,,,,seats,false,Brooklyn CD 016,20,55
1940,611,279,2634,DYCD,1014420001,1083343,108,5,40.765358,-73.960059,MN31,118,community district,"[""mn08""]",,,true,317 East   67 Street,,manhattan,new york,NY,10065,Ella Baker School,,,false,,,,"[""school""]",,,75,seats,false,Manhattan CD 008,28,76
1941,388,285,1203,DYCD,1007240010,1012827,104,3,40.749435,-74.002375,MN13,97,community district,"[""mn04""]",,,true,441 WEst 26th Street,,manhattan,new york,NY,10001,Elliot Center,,Elliot Center,false,"[""english""]","[""unspecified""]",,"[""community center""]",,,75,seats,false,Manhattan CD 004,31,75
1942,388,271,2781,DYCD,1007240010,1012827,104,3,40.749435,-74.002375,MN13,97,community district,"[""mn04""]",,,true,441 WEst 26th Street,,manhattan,new york,NY,10001,Elliott Center,,Elliott Center,false,,,,"[""community center""]",,,90,seats,false,Manhattan CD 004,31,75
1943,690,275,3098,DYCD,4018370001,4590789,404,25,40.738377,-73.877335,QN29,473,community district,"[""qn04""]",,,true,86-07 Broadway,,queens,elmhurst,NY,11373,Elmhurst Adult Learning Center,,,false,,,,,,,,seats,false,Queens CD 004,16,35
1944,2779,264,9127,DYCD,4015000002,4437132,404,25,40.744358,-73.88596,QN29,267,community district,"[""qn04""]",,,true,79-01 Broadway,,queens,elmhurst,NY,11373,Elmhurst Hospital,,Elmhurst Hospital,false,,,,,,,,seats,false,Queens CD 004,16,39
1945,241,284,2934,DYCD,4013310054,4031221,402,26,40.745292,-73.905216,QN63,249,community district,"[""qn02""]",,,true,59-26 Woodside Avenue,,queens,woodside,NY,11377,"Emerald Isle Immigration Center, Woodside office",,"Emerald Isle Immigration Center, Woodside office",false,,,,,,,,seats,false,Queens CD 002,12,30
1946,380,264,686,DYCD,3002920026,3003069,306,39,40.688806,-73.992806,BK33,45,community district,"[""bk06""]",,,true,150 Court Street,3rd. floor,brooklyn,brooklyn,NY,11201,Emergency and Crisis Intervention,,Emergency and Crisis Intervention,false,,,,,,,,seats,false,Brooklyn CD 006,26,52
1947,2198,264,6048,DYCD,3019320042,3055373,302,35,40.688279,-73.965287,BK69,197,community district,"[""bk02""]",,,true,279 Lafayette Avenue,,brooklyn,brooklyn,NY,11238,"Emmanuel Baptist Church In Brooklyn, Inc",,"Emmanuel Baptist Church In Brooklyn, Inc",false,,,,,,,,seats,false,Brooklyn CD 002,25,57
1948,2911,264,9865,DYCD,3004500010,3336266,306,39,40.680141,-73.99492,BK33,77,community district,"[""bk06""]",,,true,345 Smith Street,,brooklyn,brooklyn,NY,11231,Emma's Torch Apprentiship Program,,Emma's Torch Apprentiship Program,false,,,,,,,,seats,false,Brooklyn CD 006,25,52
1949,14,279,2370,DYCD,2030210038,2094603,206,17,40.840187,-73.880125,BX75,60,community district,"[""bx06""]",,,true,1970 WEST FARMS ROAD,,bronx,bronx,NY,10460,Emolior Academy,,Emolior Academy,false,,,,"[""school""]",,,124,seats,false,Bronx CD 006,32,87
1950,29,270,697,DYCD,2031590013,2013736,205,15,40.858376,-73.899379,BX40,38301,community district,"[""bx05""]",,,true,2342 Grandconcourse,,bronx,bronx,NY,10458,Employment for All!,,Employment for All!,false,,,,,,,,seats,false,Bronx CD 005,33,86
1951,2829,264,9398,DYCD,5029220001,5106237,501,49,40.612677,-74.083078,SI08,40,community district,"[""si01""]",,,true,260 Park Hill Avenue,,staten is,staten island,NY,10304,"Empowerment Zone, Inc",,"Empowerment Zone, Inc",false,,,,,,,,seats,false,Richmond CD 001,23,61
1952,299,264,388,DYCD,3015480019,3042090,303,41,40.678793,-73.920384,BK79,301,community district,"[""bk03""]",,,true,1958 Fulton Street,,brooklyn,brooklyn,NY,11233,Entertainers for Education Alliance Inc,,Entertainers for Education Alliance Inc,false,,,,,,,,seats,false,Brooklyn CD 003,25,55
1953,1627,264,9909,DYCD,1021320047,1063193,112,10,40.845009,-73.933171,MN36,261,community district,"[""mn12""]",,,true,2340 Amsterdam Avenue,,manhattan,new york,NY,10033,ESL MAMA TINGO CHILDCARE & EDUCATION CENTER,,ESL MAMA TINGO CHILDCARE & EDUCATION CENTER,false,,,,"[""community center""]",,,,seats,false,Manhattan CD 012,31,72
1954,560,279,2138,DYCD,1016560100,1052433,111,8,40.79307,-73.942303,MN33,170,community district,"[""mn11""]",,,true,240 East  109 Street,,manhattan,new york,NY,10029,ESPERANZA PREPARATORY ACADEMY,,ESPERANZA PREPARATORY ACADEMY,false,,,,"[""school""]",,,45,seats,false,Manhattan CD 011,29,68
1955,560,279,2138,DYCD,1016560100,1052433,111,8,40.79307,-73.942303,MN33,170,community district,"[""mn11""]",,,true,240 East  109 Street,,manhattan,new york,NY,10029,ESPERANZA PREPARATORY ACADEMY,,ESPERANZA PREPARATORY ACADEMY,false,"[""english""]","[""life skills""]",,"[""school""]",,,101,seats,false,Manhattan CD 011,29,68
1956,560,286,1534,DYCD,1016560100,1052433,111,8,40.79307,-73.942303,MN33,170,community district,"[""mn11""]",,,true,240 East  109 Street,,manhattan,new york,NY,10029,ESPERANZA PREPARATORY ACADEMY,,ESPERANZA PREPARATORY ACADEMY,false,"[""english"",""spanish""]",,,"[""school""]",,,50,seats,false,Manhattan CD 011,29,68
1957,16,280,1360,DYCD,1016560100,1052433,111,8,40.79307,-73.942303,MN33,170,community district,"[""mn11""]",,,true,240 East  109 Street,,manhattan,new york,NY,10029,ESPERANZA PREPARATORY ACADEMY,,ESPERANZA PREPARATORY ACADEMY,false,,,,,,,,seats,false,Manhattan CD 011,29,68
1958,99,264,571,DYCD,1009230022,1081662,106,2,40.733717,-73.982254,MN21,48,community district,"[""mn06""]",,,true,337 East 17th Street,,manhattan,new york,NY,10003,Euphrasian Residential Program at 17th Street,,Euphrasian Residential Program at 17th Street,false,,,,,,,,seats,false,Manhattan CD 006,27,74
1959,2752,264,8944,DYCD,2046330040,2057045,212,12,40.875925,-73.861891,BX44,372,community district,"[""bx12""]",,,true,800 EAST GUN HILL ROAD,,bronx,bronx,NY,10467,Evander Child HS,,Evander Child HS,false,,,,,,,,seats,false,Bronx CD 012,36,83
1960,355,287,2944,DYCD,2046330040,2057045,212,12,40.875925,-73.861891,BX44,372,community district,"[""bx12""]",,,true,800 EAST GUN HILL ROAD,,bronx,bronx,NY,10467,Evander Childs Campus,,,false,,,,,,,36,seats,false,Bronx CD 012,36,83
1961,329,290,3512,DYCD,4035350058,4085225,405,30,40.703239,-73.89755,QN20,583,community district,"[""qn05""]",,,true,68-59  60th Lane,,queens,ridgewood,NY,11385,Evangelical Lutheran Church,,Evangelical Lutheran Church,false,,,,,,,,seats,false,Queens CD 005,15,37
1962,2659,264,7660,DYCD,1012410011,1033645,107,6,40.793106,-73.972921,MN12,179,community district,"[""mn07""]",,,true,2505 Broadway,,manhattan,new york,NY,10025,Evangelical Lutheran Church of the Advent,,Evangelical Lutheran Church of the Advent,false,,,,,,,,seats,false,Manhattan CD 007,31,69
1963,197,263,3051,DYCD,3034160001,3079027,304,37,40.688387,-73.910276,BK78,413,community district,"[""bk04""]",,,true,125 Covert Street,,brooklyn,brooklyn,NY,11207,Evergreen Middle School for Urban Exploration,,Evergreen Middle School for Urban Exploration,false,"[""english"",""spanish""]",,,,,,300,seats,false,Brooklyn CD 004,18,54
1964,2821,264,9320,DYCD,2022880095,2000490,201,8,40.811971,-73.919853,BX39,41,community district,"[""bx01""]",,,true,411 East 143 Street,,bronx,bronx,NY,10454,"Every Day is a Miracle, Inc",,"Every Day is a Miracle, Inc",false,,,,,,,,seats,false,Bronx CD 001,29,84
1965,2450,264,7080,DYCD,3004400001,3007337,306,39,40.678323,-73.987421,BK37,119,community district,"[""bk06""]",,,true,469 President Street,,brooklyn,brooklyn,NY,11215,E-Waste Warehouse,,E-Waste Warehouse,false,,,,,,,,seats,false,Brooklyn CD 006,25,52
1966,2455,264,7092,DYCD,1000157501,1082634,101,1,40.704834,-74.016573,MN25,13,community district,"[""mn01""]",,,true,17 Battery Place,First Floor,manhattan,new york,NY,10004,exalt Youth HQ,,exalt Youth HQ,false,,,,,,,,seats,false,Manhattan CD 001,26,65
1967,2962,264,10102,DYCD,4130570056,4280845,412,31,40.668235,-73.756839,QN02,330,community district,"[""qn12""]",,,true,143-10 SPRINGFIELD BOULEVARD,,queens,springfield gardens,NY,11413,Excelsior Preparatory High School,,Excelsior Preparatory High School,false,,,,,,,,seats,false,Queens CD 012,14,29
1968,1668,264,10160,DYCD,1017880004,1054631,111,8,40.802652,-73.936569,MN34,194,community district,"[""mn11""]",,,true,2271 3rd Avenue,Ground Floor,manhattan,new york,NY,10035,"Exodus Transitional Community, Inc",,"Exodus Transitional Community, Inc",false,,,,,,,,seats,false,Manhattan CD 011,30,68
1969,723,264,7380,DYCD,1012580021,1034198,105,4,40.753789,-73.981599,MN17,96,community district,"[""mn05""]",,,true,11 West   42 Street,,manhattan,new york,NY,10036,EXPANDED SCHOOLS INC,,EXPANDED SCHOOLS INC,false,,,,,,,,seats,false,Manhattan CD 005,27,75
1970,886,279,2841,DYCD,3013670022,3036289,308,36,40.672762,-73.927973,BK61,347,community district,"[""bk08""]",,,true,188 ROCHESTER AVENUE,,brooklyn,brooklyn,NY,11213,Explore Empower Charter School,,Explore Empower Charter School,false,,,,"[""school""]",,,30,seats,false,Brooklyn CD 008,25,55
1971,837,279,2334,DYCD,3080180001,3224947,318,46,40.635553,-73.91079,BK50,956,community district,"[""bk18""]",,,true,956 East 82 Street,,brooklyn,brooklyn,NY,11236,Explore Excel Charter School - Upper School,,,false,,,,,,,100,seats,false,Brooklyn CD 018,19,59
1972,837,279,2334,DYCD,3080180001,3224947,318,46,40.635553,-73.91079,BK50,956,community district,"[""bk18""]",,,true,956 East 82 Street,,brooklyn,brooklyn,NY,11236,Explore Excel Charter School - Upper School,,,false,,,,,,,150,seats,false,Brooklyn CD 018,19,59
1973,2510,264,7347,DYCD,1010790029,1083802,104,3,40.765373,-73.993401,MN15,135,community district,"[""mn04""]",,,true,525 West   50 Street,,manhattan,new york,NY,10019,Facing History HS,,Facing History HS,false,,,,,,,,seats,false,Manhattan CD 004,27,67
1974,503,271,8233,DYCD,2029960010,2010786,203,17,40.833943,-73.887639,BX75,157,community district,"[""bx03""]",,,true,1550 VYSE AVENUE,,bronx,bronx,NY,10460,Fairmont Neighborhood School,,Fairmont Neighborhood School,false,,,,,,,250,seats,false,Bronx CD 003,32,79
1975,503,271,1622,DYCD,2029960010,2010786,203,17,40.833943,-73.887639,BX75,157,community district,"[""bx03""]",,,true,1550 VYSE AVENUE,,bronx,bronx,NY,10460,Fairmont Neighborhood School,,Fairmont Neighborhood School,false,"[""english"",""spanish""]",,,,,,150,seats,false,Bronx CD 003,32,79
1976,982,264,3756,DYCD,2051410120,2096813,210,12,40.87528,-73.829186,BX13,46201,community district,"[""bx10""]",,,true,120 De Kruif Place,,bronx,bronx,NY,10475,Faith At Work Christian Church,,Faith At Work Christian Church,false,,,,,,,,seats,false,Bronx CD 010,36,82
1977,302,273,3361,DYCD,5010180001,5106978,501,49,40.635135,-74.132531,SI28,207,community district,"[""si01""]",,,true,221 Heberton Avenue,,staten is,staten island,NY,10302,Faith United Methodist Church,,,false,"[""english"",""spanish""]",,,,,,66,seats,false,Richmond CD 001,23,61
1978,2565,264,7411,DYCD,3020410001,3335262,302,35,40.69477,-73.974407,BK68,18501,community district,"[""bk02""]",,,true,102 Cumberland Walk,2H,brooklyn,brooklyn,NY,11205,FAMILIES UNITED INC,,FAMILIES UNITED INC,false,,,,"[""community center""]",,,,seats,false,Brooklyn CD 002,25,57
1979,499,276,768,DYCD,1003350001,1004070,103,2,40.719112,-73.979192,MN28,2201,community district,"[""mn03""]",,,true,111 COLUMBIA STREET,,manhattan,new york,NY,10002,Family Development Corp.,,Family Development Corp.,false,,,,,,,,seats,false,Manhattan CD 003,26,74
1980,3,292,3116,DYCD,3018620001,3329709,303,36,40.680186,-73.94593,BK61,247,community district,"[""bk03""]",,,true,1360 FULTON STREET,,brooklyn,brooklyn,NY,11216,Family Dynamics,,Family Dynamics,false,,,,,,,,seats,false,Brooklyn CD 003,25,56
1981,2787,264,9163,DYCD,1011250009,1028634,107,6,40.77733,-73.978582,MN14,157,community district,"[""mn07""]",,,true,37 West 72nd Street,,manhattan,new york,NY,10023,Family Kind Ltd,,Family Kind Ltd,false,,,,,,,,seats,false,Manhattan CD 007,29,67
1982,2762,264,9049,DYCD,2023440110,2001028,201,8,40.816223,-73.930281,BX63,63,community district,"[""bx01""]",,,true,370 Gerard Avenue,,bronx,bronx,NY,10451,Family Life Academy,,Family Life Academy,false,,,,,,,,seats,false,Bronx CD 001,29,84
1983,391,264,530,DYCD,2028560029,2008292,204,16,40.840421,-73.918293,BX26,219,community district,"[""bx04""]",,,true,14 West  170 Street,,bronx,bronx,NY,10452,Family Life Academy Charter School,,Family Life Academy Charter School,false,,,,,,,,seats,false,Bronx CD 004,29,84
1984,106,264,6806,DYCD,3008400043,3015404,307,38,40.640272,-74.011772,BK34,102,community district,"[""bk07""]",,,true,5616 6th Avenue,,brooklyn,brooklyn,NY,11220,Family Physician Health Center,,Family Physician Health Center,false,,,,,,,,seats,false,Brooklyn CD 007,20,51
1985,816,264,7675,DYCD,2027400004,2005941,202,17,40.819082,-73.889488,BX27,93,community district,"[""bx02""]",,,true,889 Hunts Point Ave,,bronx,bronx,NY,10474,Family School Skills Program,,Family School Skills Program,false,,,,,,,,seats,false,Bronx CD 002,32,85
1986,428,264,600,DYCD,3012380044,3031430,308,35,40.672888,-73.954282,BK61,219,community district,"[""bk08""]",,,true,1476 Bedford Ave,,brooklyn,brooklyn,NY,11216,Famly Life Development Center,,Famly Life Development Center,false,,,,,,,,seats,false,Brooklyn CD 008,20,57
1987,810,279,2121,DYCD,3040390007,3089621,305,42,40.672611,-73.878509,BK82,1194,community district,"[""bk05""]",,,true,255 Atkins Avenue,,brooklyn,brooklyn,NY,11208,Fannie Barnes Atkins,,Fannie Barnes Atkins,false,,,,"[""community center""]",,,55,seats,false,Brooklyn CD 005,19,60
1988,810,279,2121,DYCD,3040390007,3089621,305,42,40.672611,-73.878509,BK82,1194,community district,"[""bk05""]",,,true,255 Atkins Avenue,,brooklyn,brooklyn,NY,11208,Fannie Barnes Atkins,,Fannie Barnes Atkins,false,"[""english""]",,,"[""community center""]",,,55,seats,false,Brooklyn CD 005,19,60
1989,419,279,2196,DYCD,2030080001,2010916,203,17,40.831164,-73.887094,BX75,157,community district,"[""bx03""]",,,true,1001 JENNINGS STREET,,bronx,bronx,NY,10460,Fannie Lou Hamer Middle School,,Relocation,false,,,,"[""school""]",,,50,seats,false,Bronx CD 003,32,85
1990,419,279,2196,DYCD,2030080001,2010916,203,17,40.831164,-73.887094,BX75,157,community district,"[""bx03""]",,,true,1001 JENNINGS STREET,,bronx,bronx,NY,10460,Fannie Lou Hamer Middle School,,Relocation,false,"[""english"",""spanish""]",,,"[""school""]",,,91,seats,false,Bronx CD 003,32,85
